"room_id","topic","duplicate_statement_id","duplicate_text","duplicate_timestamp","target_statement_id","target_text","target_timestamp","similarity","target_was_already_duplicate"
"fksripew6vimocyncyw","Scalability test room","eo9fr1n3y1mocyndph","Farmers markets support local food systems","1777039507688","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","p6qsje77w2mocyndph","Urban density reduces per-capita carbon footprint","1777039515061","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","tco2jmrujlcmocyndpg","Rent control protects long-term residents from displacement","1777039521374","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","fi208t15qkdmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777039529278","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
"fksripew6vimocyncyw","Scalability test room","6v7q4198qghmocyndph","Rent control protects long-term residents from displacement","1777039535430","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","un5hzrs5pqmocyndpg","Remote work has permanently changed how we use office space","1777039537328","2l12sa9n8k8mocyndph","Remote work has permanently changed how we use office space","1777038235211","1","false"
"fksripew6vimocyncyw","Scalability test room","d293sb2kdmmocyndpg","Public libraries are essential community infrastructure","1777039540922","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","lnp2pve7timocyndpg","Solar panels should be required on all new construction","1777039544511","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508","1","false"
"fksripew6vimocyncyw","Scalability test room","mbth89loa08mocyndph","Remote work has permanently changed how we use office space","1777039546182","2l12sa9n8k8mocyndph","Remote work has permanently changed how we use office space","1777038235211","1","false"
"fksripew6vimocyncyw","Scalability test room","rowy0qedzehmocyndph","Trees on residential streets should be protected by law","1777039556077","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005","1","false"
"fksripew6vimocyncyw","Scalability test room","p9pdkij22vfmocyndph","Affordable housing quotas should apply to all new developments","1777039559560","ymwt7s753yemocyndph","Affordable housing quotas should apply to all new developments","1777038191245","1","false"
"fksripew6vimocyncyw","Scalability test room","1v32q7kwaermocyndph","Bike lanes should replace parking on main streets","1777039560119","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482","1","false"
"fksripew6vimocyncyw","Scalability test room","28i7pvwq3rfmocyndpg","Street parking fees should fund public transportation","1777039560503","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","jubjsrel0rqmocyndpg","Historic preservation limits necessary urban growth","1777039561261","9lohmtyxcdlmocyndpg","Historic preservation limits necessary urban growth","1777038333348","1","false"
"fksripew6vimocyncyw","Scalability test room","qp1cezhky5smocyndph","Community gardens strengthen neighborhood social bonds","1777039566120","sjn272sictmocyndpg","Community gardens strengthen neighborhood social bonds","1777038428865","1","false"
"fksripew6vimocyncyw","Scalability test room","i17r85bmsgamocyndpg","Public libraries are essential community infrastructure","1777039566454","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","kvm3h534kcimocyndpg","Local businesses deserve priority over national chains","1777039569251","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","ygdkycqn2gqmocyndph","Green spaces improve mental health in urban environments","1777039569436","4et2f6n7jgtmocyndpg","Green spaces improve mental health in urban environments","1777038223040","1","false"
"fksripew6vimocyncyw","Scalability test room","g48qb1aiiefmocyndph","Street parking fees should fund public transportation","1777039573358","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","a7jvgdapousmocyndph","Urban density reduces per-capita carbon footprint","1777039581702","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","8h1039msywnmocyndph","Local businesses deserve priority over national chains","1777039588238","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","hjt2lshyfjimocyndph","Historic preservation limits necessary urban growth","1777039590649","9lohmtyxcdlmocyndpg","Historic preservation limits necessary urban growth","1777038333348","1","false"
"fksripew6vimocyncyw","Scalability test room","m2bb9hk0geemocyndph","Bike lanes should replace parking on main streets","1777039593305","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482","1","false"
"fksripew6vimocyncyw","Scalability test room","0u6z7xo8b229mocyndpg","Trees on residential streets should be protected by law","1777039599834","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005","1","false"
"fksripew6vimocyncyw","Scalability test room","own0s9g1otemocyndph","Food trucks add vibrancy to urban commercial corridors","1777039607969","nm6lyi2gmmpmocyndph","Food trucks add vibrancy to urban commercial corridors","1777038259457","1","false"
"fksripew6vimocyncyw","Scalability test room","eepy6dyac4emocyndpg","Local businesses deserve priority over national chains","1777039617896","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","xotf9mz0qxtmocyndpg","Street parking fees should fund public transportation","1777039624158","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","942v4gk16kmocyndpg","Street parking fees should fund public transportation","1777039625797","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","1tw0m0l8d5ymocyndpg","Rent control protects long-term residents from displacement","1777039626210","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","wn5t7juau4qmocyndph","Street parking fees should fund public transportation","1777039629031","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","8glkr91e9stmocyndph","Noise ordinances should be stricter in residential zones","1777039629549","hrmyaoizjhpmocyndpg","Noise ordinances should be stricter in residential zones","1777038185569","1","false"
"fksripew6vimocyncyw","Scalability test room","21zhjwzlgormocyndph","Urban density reduces per-capita carbon footprint","1777039635917","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","r387ups2venmocyndpg","Community gardens strengthen neighborhood social bonds","1777039641656","sjn272sictmocyndpg","Community gardens strengthen neighborhood social bonds","1777038428865","1","false"
"fksripew6vimocyncyw","Scalability test room","bpemdwh2pasmocyndpg","Community gardens strengthen neighborhood social bonds","1777039642205","sjn272sictmocyndpg","Community gardens strengthen neighborhood social bonds","1777038428865","1","false"
"fksripew6vimocyncyw","Scalability test room","nm7c3whyivhmocyndph","Pedestrian-first street design reduces traffic accidents","1777039651059","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","bs0k6lxymwbmocyndpg","Remote work has permanently changed how we use office space","1777039653651","2l12sa9n8k8mocyndph","Remote work has permanently changed how we use office space","1777038235211","1","false"
"fksripew6vimocyncyw","Scalability test room","yfh6b9nqbomocyndpg","Community gardens strengthen neighborhood social bonds","1777039660338","sjn272sictmocyndpg","Community gardens strengthen neighborhood social bonds","1777038428865","1","false"
"fksripew6vimocyncyw","Scalability test room","7dcyjv8f9y5mocyndpg","Farmers markets support local food systems","1777039666157","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","wwzm8dan5qhmocyndpg","Public libraries are essential community infrastructure","1777039668733","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","pu2t2fcdrummocyndpg","Farmers markets support local food systems","1777039673084","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","q39zx3gby3jmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777039673429","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
"fksripew6vimocyncyw","Scalability test room","dt7zhpzsrstmocyndph","Urban density reduces per-capita carbon footprint","1777039677051","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","62bb1o9jee7mocyndph","Local businesses deserve priority over national chains","1777039686838","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","cxpuy0k2l3fmocyndpg","Solar panels should be required on all new construction","1777039691510","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508","1","false"
"fksripew6vimocyncyw","Scalability test room","0vmg46u2lsrmocyndph","Local businesses deserve priority over national chains","1777039700558","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","8jtc3lvf99mocyndph","Bike lanes should replace parking on main streets","1777039703817","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482","1","false"
"fksripew6vimocyncyw","Scalability test room","vbal69zthi9mocyndph","Rent control protects long-term residents from displacement","1777039707146","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","aufqukiue5emocyndpg","Electric vehicle charging should be publicly funded","1777039707252","0iahd8bgt0nnmocyndph","Electric vehicle charging should be publicly funded","1777038233357","1","false"
"fksripew6vimocyncyw","Scalability test room","uzzu8srxyrfmocyndph","Affordable housing quotas should apply to all new developments","1777039717734","ymwt7s753yemocyndph","Affordable housing quotas should apply to all new developments","1777038191245","1","false"
"fksripew6vimocyncyw","Scalability test room","hdu4c2yc1rumocyndph","Remote work has permanently changed how we use office space","1777039718846","2l12sa9n8k8mocyndph","Remote work has permanently changed how we use office space","1777038235211","1","false"
"fksripew6vimocyncyw","Scalability test room","2t22jnrn8s6mocyndpg","Pedestrian-first street design reduces traffic accidents","1777039721895","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","ewq31vk2z9gmocyndpg","Local businesses deserve priority over national chains","1777039722246","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","3ma4aljj371mocyndpg","Street parking fees should fund public transportation","1777039725166","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","ld3rfvev1xmocyndpg","Solar panels should be required on all new construction","1777039725187","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508","1","false"
"fksripew6vimocyncyw","Scalability test room","jajr45iaarbmocyndpg","Solar panels should be required on all new construction","1777039728306","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508","1","false"
"fksripew6vimocyncyw","Scalability test room","rxlqykamq8smocyndpg","Pedestrian-first street design reduces traffic accidents","1777039731564","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","nw0pwx9a20imocyndpg","Pedestrian-first street design reduces traffic accidents","1777039732052","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","2pcwkutam7qmocyndpg","Rent control protects long-term residents from displacement","1777039734986","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","u257mvmsl7mocyndph","Remote work has permanently changed how we use office space","1777039750492","2l12sa9n8k8mocyndph","Remote work has permanently changed how we use office space","1777038235211","1","false"
"fksripew6vimocyncyw","Scalability test room","dgsdtpwxzamocyndpg","Pedestrian-first street design reduces traffic accidents","1777039753732","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","h9u81scv3jrmocyndph","Urban density reduces per-capita carbon footprint","1777039754199","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","sgb3srm9wmmocyndph","Green spaces improve mental health in urban environments","1777039758313","4et2f6n7jgtmocyndpg","Green spaces improve mental health in urban environments","1777038223040","1","false"
"fksripew6vimocyncyw","Scalability test room","5v1s3umdxm3mocyndpg","Electric vehicle charging should be publicly funded","1777039758465","0iahd8bgt0nnmocyndph","Electric vehicle charging should be publicly funded","1777038233357","1","false"
"fksripew6vimocyncyw","Scalability test room","vj77g0dlpomocyndpg","Farmers markets support local food systems","1777039759188","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","pwy8yf5wvjmocyndpg","The city should invest more in public transit infrastructure","1777039761331","5yuaglu5wu9mocyndph","The city should invest more in public transit infrastructure","1777038303085","1","false"
"fksripew6vimocyncyw","Scalability test room","pfoxlosgc4hmocyndpg","Pedestrian-first street design reduces traffic accidents","1777039766271","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","6dk7faomjvfmocyndph","Urban density reduces per-capita carbon footprint","1777039767718","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","md07ozu2insmocyndpg","Mixed-use zoning makes neighborhoods more livable","1777039768313","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
"fksripew6vimocyncyw","Scalability test room","dar4qy1e0t8mocyndph","Farmers markets support local food systems","1777039773762","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","7fbxhds7at4mocyndpg","Mixed-use zoning makes neighborhoods more livable","1777039796043","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
"fksripew6vimocyncyw","Scalability test room","tcfkyjko5lbmocyndph","Mixed-use zoning makes neighborhoods more livable","1777039804633","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
"fksripew6vimocyncyw","Scalability test room","167yklvgvqfmocyndph","Green spaces improve mental health in urban environments","1777039806017","4et2f6n7jgtmocyndpg","Green spaces improve mental health in urban environments","1777038223040","1","false"
"fksripew6vimocyncyw","Scalability test room","c7se1bhxpffmocyndpg","Historic preservation limits necessary urban growth","1777039812284","9lohmtyxcdlmocyndpg","Historic preservation limits necessary urban growth","1777038333348","1","false"
"fksripew6vimocyncyw","Scalability test room","63wyz0810axmocyndph","Street parking fees should fund public transportation","1777039813456","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","xys5v4s1crsmocyndpg","Bike lanes should replace parking on main streets","1777039815184","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482","1","false"
"fksripew6vimocyncyw","Scalability test room","8ps1apui98cmocyndph","Trees on residential streets should be protected by law","1777039820898","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005","1","false"
"fksripew6vimocyncyw","Scalability test room","0t9mgn6vh1imocyndph","Solar panels should be required on all new construction","1777039822370","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508","1","false"
"fksripew6vimocyncyw","Scalability test room","36cx3gcnvvqmocyndph","The city should invest more in public transit infrastructure","1777039826468","5yuaglu5wu9mocyndph","The city should invest more in public transit infrastructure","1777038303085","1","false"
"fksripew6vimocyncyw","Scalability test room","xlaf5116t0cmocyndph","Pedestrian-first street design reduces traffic accidents","1777039827715","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","x1vmf4u0bdomocyndph","Public libraries are essential community infrastructure","1777039832241","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","hfuhrajga1wmocyndpg","Affordable housing quotas should apply to all new developments","1777039837921","ymwt7s753yemocyndph","Affordable housing quotas should apply to all new developments","1777038191245","1","false"
"fksripew6vimocyncyw","Scalability test room","vvze9kg94zomocyndph","Farmers markets support local food systems","1777039841522","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","liq4vej26xmocyndpg","Public libraries are essential community infrastructure","1777039850024","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","7n3h7pyrl94mocyndph","Farmers markets support local food systems","1777039851554","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","9sgxls5i4cpmocyndpg","Street parking fees should fund public transportation","1777039852375","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","x2km7bi69wmocyndpg","Noise ordinances should be stricter in residential zones","1777039857316","hrmyaoizjhpmocyndpg","Noise ordinances should be stricter in residential zones","1777038185569","1","false"
"fksripew6vimocyncyw","Scalability test room","ts1zhfrpypqmocyndph","Green spaces improve mental health in urban environments","1777039857805","4et2f6n7jgtmocyndpg","Green spaces improve mental health in urban environments","1777038223040","1","false"
"fksripew6vimocyncyw","Scalability test room","dvllsha1wkkmocyndpg","Public libraries are essential community infrastructure","1777039858336","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","rjdq16pamwimocyndph","The city should invest more in public transit infrastructure","1777039858422","5yuaglu5wu9mocyndph","The city should invest more in public transit infrastructure","1777038303085","1","false"
"fksripew6vimocyncyw","Scalability test room","sf5wpuyc9imocyndph","Noise ordinances should be stricter in residential zones","1777039860095","hrmyaoizjhpmocyndpg","Noise ordinances should be stricter in residential zones","1777038185569","1","false"
"fksripew6vimocyncyw","Scalability test room","6juu2w9nih2mocyndpi","The city should invest more in public transit infrastructure","1777039861233","5yuaglu5wu9mocyndph","The city should invest more in public transit infrastructure","1777038303085","1","false"
"fksripew6vimocyncyw","Scalability test room","yzl18z1jbicmocyndph","Food trucks add vibrancy to urban commercial corridors","1777039873981","nm6lyi2gmmpmocyndph","Food trucks add vibrancy to urban commercial corridors","1777038259457","1","false"
"fksripew6vimocyncyw","Scalability test room","6vrgb84ejofmocyndpg","Urban density reduces per-capita carbon footprint","1777039875861","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","b8u7rpw7fwwmocyndph","Pedestrian-first street design reduces traffic accidents","1777039876889","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","ftgrp3epjgmocyndpg","Noise ordinances should be stricter in residential zones","1777039886061","hrmyaoizjhpmocyndpg","Noise ordinances should be stricter in residential zones","1777038185569","1","false"
"fksripew6vimocyncyw","Scalability test room","d1qfnuuzfcmmocyndph","Food trucks add vibrancy to urban commercial corridors","1777039886715","nm6lyi2gmmpmocyndph","Food trucks add vibrancy to urban commercial corridors","1777038259457","1","false"
"fksripew6vimocyncyw","Scalability test room","tey0rx7mc2mocyndph","Remote work has permanently changed how we use office space","1777039887655","2l12sa9n8k8mocyndph","Remote work has permanently changed how we use office space","1777038235211","1","false"
"fksripew6vimocyncyw","Scalability test room","iz2bwzkfoymocyndpg","Pedestrian-first street design reduces traffic accidents","1777039888482","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","62ia7a551lrmocyndpg","Trees on residential streets should be protected by law","1777039890969","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005","1","false"
"fksripew6vimocyncyw","Scalability test room","gqkupkh76clmocyndph","Public libraries are essential community infrastructure","1777039897997","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","fuzo5sg01cmocyndph","Urban density reduces per-capita carbon footprint","1777039907969","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","juor2raeyfimocyndpi","Green spaces improve mental health in urban environments","1777039912704","4et2f6n7jgtmocyndpg","Green spaces improve mental health in urban environments","1777038223040","1","false"
"fksripew6vimocyncyw","Scalability test room","jzjo6gp6mmocyndph","Local businesses deserve priority over national chains","1777039915444","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","p0yzydzfcymocyndpg","Mixed-use zoning makes neighborhoods more livable","1777039918494","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
"fksripew6vimocyncyw","Scalability test room","dz3kw79r5yjmocyndph","Mixed-use zoning makes neighborhoods more livable","1777039924951","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
"fksripew6vimocyncyw","Scalability test room","v5f5c3d2d9fmocyndph","Urban density reduces per-capita carbon footprint","1777039925045","vijo8zfil3mocyndph","Urban density reduces per-capita carbon footprint","1777038231228","1","false"
"fksripew6vimocyncyw","Scalability test room","p95mk5vsgqomocyndpg","The city should invest more in public transit infrastructure","1777039937729","5yuaglu5wu9mocyndph","The city should invest more in public transit infrastructure","1777038303085","1","false"
"fksripew6vimocyncyw","Scalability test room","49alams8mpmocyndph","Food trucks add vibrancy to urban commercial corridors","1777039938074","nm6lyi2gmmpmocyndph","Food trucks add vibrancy to urban commercial corridors","1777038259457","1","false"
"fksripew6vimocyncyw","Scalability test room","bowji6yf5lpmocyndph","Bike lanes should replace parking on main streets","1777039941175","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482","1","false"
"fksripew6vimocyncyw","Scalability test room","tkfowvsplvmocyndpg","Bike lanes should replace parking on main streets","1777039944358","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482","1","false"
"fksripew6vimocyncyw","Scalability test room","tlvzz5sjwgmocyndph","Affordable housing quotas should apply to all new developments","1777039949641","ymwt7s753yemocyndph","Affordable housing quotas should apply to all new developments","1777038191245","1","false"
"fksripew6vimocyncyw","Scalability test room","zmme5iongrsmocyndph","Rent control protects long-term residents from displacement","1777039952058","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","8b0hdlrl52cmocyndpg","Trees on residential streets should be protected by law","1777039952148","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005","1","false"
"fksripew6vimocyncyw","Scalability test room","ypx3uukn03amocyndph","Solar panels should be required on all new construction","1777039952819","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508","1","false"
"fksripew6vimocyncyw","Scalability test room","9uaubkmfugtmocyndph","Trees on residential streets should be protected by law","1777039956012","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005","1","false"
"fksripew6vimocyncyw","Scalability test room","b9e98up3e3fmocyndph","Solar panels should be required on all new construction","1777039957802","n9wbepumm7smocyndph","Solar panels should be required on all new construction","1777038196508","1","false"
"fksripew6vimocyncyw","Scalability test room","yb6qqk9xxtmocyndpg","Rent control protects long-term residents from displacement","1777039959351","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","xc2drnmgbermocyndph","Community gardens strengthen neighborhood social bonds","1777039964680","sjn272sictmocyndpg","Community gardens strengthen neighborhood social bonds","1777038428865","1","false"
"fksripew6vimocyncyw","Scalability test room","hr5zkxreewjmocyndpg","Rent control protects long-term residents from displacement","1777039967255","0m2x18tokdfmocyndpg","Rent control protects long-term residents from displacement","1777038214129","1","false"
"fksripew6vimocyncyw","Scalability test room","j0zza32zu4smocyndph","Farmers markets support local food systems","1777039971178","7i7mz09octmocyndpg","Farmers markets support local food systems","1777038297563","1","false"
"fksripew6vimocyncyw","Scalability test room","p5c1by9zfj9mocyndpg","Trees on residential streets should be protected by law","1777039975035","ou1m2ysw7rmocyndpg","Trees on residential streets should be protected by law","1777038208005","1","false"
"fksripew6vimocyncyw","Scalability test room","w7x8djv74comocyndph","The city should invest more in public transit infrastructure","1777039978434","5yuaglu5wu9mocyndph","The city should invest more in public transit infrastructure","1777038303085","1","false"
"fksripew6vimocyncyw","Scalability test room","180u5e0u53fhmocyndph","Affordable housing quotas should apply to all new developments","1777039984414","ymwt7s753yemocyndph","Affordable housing quotas should apply to all new developments","1777038191245","1","false"
"fksripew6vimocyncyw","Scalability test room","0qlxebmuyhcemocyndpg","Bike lanes should replace parking on main streets","1777039987263","ktvy17do6ommocyndpg","Bike lanes should replace parking on main streets","1777038488482","1","false"
"fksripew6vimocyncyw","Scalability test room","j2q7bcfku0pmocyndph","Local businesses deserve priority over national chains","1777039991454","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","xxs8p5odjthmocyndpg","Public libraries are essential community infrastructure","1777039994139","a8un82hevjmocyndph","Public libraries are essential community infrastructure","1777038298788","1","false"
"fksripew6vimocyncyw","Scalability test room","ry2zjuv18gmocyndpg","Local businesses deserve priority over national chains","1777039995658","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","ut6dcb10p7hmocyndph","Street parking fees should fund public transportation","1777039996850","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","d07gwq1h1gsmocyndpg","Green spaces improve mental health in urban environments","1777040004463","4et2f6n7jgtmocyndpg","Green spaces improve mental health in urban environments","1777038223040","1","false"
"fksripew6vimocyncyw","Scalability test room","mkegq2evjymocyndph","Electric vehicle charging should be publicly funded","1777040024647","0iahd8bgt0nnmocyndph","Electric vehicle charging should be publicly funded","1777038233357","1","false"
"fksripew6vimocyncyw","Scalability test room","42hx2t2ng61mocyndpg","Street parking fees should fund public transportation","1777040029431","53zoz9ljx38mocyndph","Street parking fees should fund public transportation","1777038214655","1","false"
"fksripew6vimocyncyw","Scalability test room","rnqbcgfrl39mocyndpg","Pedestrian-first street design reduces traffic accidents","1777040031485","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","tl50ngmxmumocyndpg","Community gardens strengthen neighborhood social bonds","1777040035754","sjn272sictmocyndpg","Community gardens strengthen neighborhood social bonds","1777038428865","1","false"
"fksripew6vimocyncyw","Scalability test room","5satby6s3jmocyndph","Local businesses deserve priority over national chains","1777040043260","i8t7rph3eabmocyndph","Local businesses deserve priority over national chains","1777038211631","1","false"
"fksripew6vimocyncyw","Scalability test room","pyrwiur08tnmocyndph","Pedestrian-first street design reduces traffic accidents","1777040045844","38jtdv5c7lfmocyndph","Pedestrian-first street design reduces traffic accidents","1777038277030","1","false"
"fksripew6vimocyncyw","Scalability test room","pkzjcjwnp9mocyndpg","Historic preservation limits necessary urban growth","1777040054268","9lohmtyxcdlmocyndpg","Historic preservation limits necessary urban growth","1777038333348","1","false"
"fksripew6vimocyncyw","Scalability test room","6y2ifvvrarmocyndph","Mixed-use zoning makes neighborhoods more livable","1777040054886","f3jrnyn5ljimocyndph","Mixed-use zoning makes neighborhoods more livable","1777038212394","1","false"
